Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees
2022,Malaysia,"Cote d'Ivoire",MYS,CIV,5
2022,Malawi,"Cote d'Ivoire",MWI,CIV,5
2022,Morocco,"Cote d'Ivoire",MAR,CIV,289
2022,Mozambique,"Cote d'Ivoire",MOZ,CIV,0
2022,Malta,"Cote d'Ivoire",MLT,CIV,13
2022,"Netherlands (Kingdom of the)","Cote d'Ivoire",NLD,CIV,69
2022,Niger,"Cote d'Ivoire",NER,CIV,8
2022,Nigeria,"Cote d'Ivoire",NGA,CIV,134
2022,Norway,"Cote d'Ivoire",NOR,CIV,13
2022,Panama,"Cote d'Ivoire",PAN,CIV,0
2022,Philippines,"Cote d'Ivoire",PHL,CIV,31
2022,Portugal,"Cote d'Ivoire",PRT,CIV,67
2022,"South Africa","Cote d'Ivoire",ZAF,CIV,26
2022,Senegal,"Cote d'Ivoire",SEN,CIV,5
2022,"Sierra Leone","Cote d'Ivoire",SLE,CIV,0
2022,Spain,"Cote d'Ivoire",ESP,CIV,451
2022,Sweden,"Cote d'Ivoire",SWE,CIV,29
2022,Switzerland,"Cote d'Ivoire",CHE,CIV,192
2022,"Syrian Arab Rep.","Cote d'Ivoire",SYR,CIV,5
2022,Thailand,"Cote d'Ivoire",THA,CIV,18
2022,Togo,"Cote d'Ivoire",TGO,CIV,15
2022,Tunisia,"Cote d'Ivoire",TUN,CIV,60
2022,Ukraine,"Cote d'Ivoire",UKR,CIV,0
2022,"United States of America","Cote d'Ivoire",USA,CIV,811
2022,Zimbabwe,"Cote d'Ivoire",ZWE,CIV,12
2024,Algeria,"Cote d'Ivoire",DZA,CIV,22
2024,Angola,"Cote d'Ivoire",AGO,CIV,417
2024,Argentina,"Cote d'Ivoire",ARG,CIV,18
2024,Armenia,"Cote d'Ivoire",ARM,CIV,6
2024,Australia,"Cote d'Ivoire",AUS,CIV,0
2024,Austria,"Cote d'Ivoire",AUT,CIV,36
2024,Belgium,"Cote d'Ivoire",BEL,CIV,291
2024,Benin,"Cote d'Ivoire",BEN,CIV,0
2024,"Burkina Faso","Cote d'Ivoire",BFA,CIV,5
2024,"Bolivia (Plurinational State of)","Cote d'Ivoire",BOL,CIV,5
2024,Brazil,"Cote d'Ivoire",BRA,CIV,55
2024,Bulgaria,"Cote d'Ivoire",BGR,CIV,6
2024,Canada,"Cote d'Ivoire",CAN,CIV,417
2024,China,"Cote d'Ivoire",CHN,CIV,0
2024,Cameroon,"Cote d'Ivoire",CMR,CIV,33
2024,Congo,"Cote d'Ivoire",COG,CIV,5
2024,"Dem. Rep. of the Congo","Cote d'Ivoire",COD,CIV,9
2024,"Costa Rica","Cote d'Ivoire",CRI,CIV,0
2024,Cyprus,"Cote d'Ivoire",CYP,CIV,15
2024,Denmark,"Cote d'Ivoire",DNK,CIV,36
2024,Finland,"Cote d'Ivoire",FIN,CIV,5
2024,France,"Cote d'Ivoire",FRA,CIV,19320
2024,"United Kingdom of Great Britain and Northern Ireland","Cote d'Ivoire",GBR,CIV,171
2024,Germany,"Cote d'Ivoire",DEU,CIV,924
2024,Ghana,"Cote d'Ivoire",GHA,CIV,680
2024,Guinea-Bissau,"Cote d'Ivoire",GNB,CIV,6
2024,Greece,"Cote d'Ivoire",GRC,CIV,52
2024,Guinea,"Cote d'Ivoire",GIN,CIV,21
2024,Croatia,"Cote d'Ivoire",HRV,CIV,15
2024,Hungary,"Cote d'Ivoire",HUN,CIV,15
2024,Iceland,"Cote d'Ivoire",ISL,CIV,5
2024,India,"Cote d'Ivoire",IND,CIV,0
2024,Ireland,"Cote d'Ivoire",IRL,CIV,18
2024,Israel,"Cote d'Ivoire",ISR,CIV,7
2024,Italy,"Cote d'Ivoire",ITA,CIV,3523
2024,Kenya,"Cote d'Ivoire",KEN,CIV,0
2024,"Rep. of Korea","Cote d'Ivoire",KOR,CIV,39
2024,Liberia,"Cote d'Ivoire",LBR,CIV,970
2024,Luxembourg,"Cote d'Ivoire",LUX,CIV,10
2024,Mauritania,"Cote d'Ivoire",MRT,CIV,16
2024,Mexico,"Cote d'Ivoire",MEX,CIV,5
2024,Malaysia,"Cote d'Ivoire",MYS,CIV,5
2024,Morocco,"Cote d'Ivoire",MAR,CIV,200
2024,Mozambique,"Cote d'Ivoire",MOZ,CIV,0
2024,Malta,"Cote d'Ivoire",MLT,CIV,0
2024,"Netherlands (Kingdom of the)","Cote d'Ivoire",NLD,CIV,77
2024,Niger,"Cote d'Ivoire",NER,CIV,0
2024,Nigeria,"Cote d'Ivoire",NGA,CIV,59
2024,Norway,"Cote d'Ivoire",NOR,CIV,11
2024,Peru,"Cote d'Ivoire",PER,CIV,0
2024,Philippines,"Cote d'Ivoire",PHL,CIV,31
2024,Poland,"Cote d'Ivoire",POL,CIV,5
2024,Portugal,"Cote d'Ivoire",PRT,CIV,49
2024,Romania,"Cote d'Ivoire",ROU,CIV,0
2024,"South Africa","Cote d'Ivoire",ZAF,CIV,26
2024,Senegal,"Cote d'Ivoire",SEN,CIV,6
2024,"Sierra Leone","Cote d'Ivoire",SLE,CIV,0
2024,Spain,"Cote d'Ivoire",ESP,CIV,682
2024,Sweden,"Cote d'Ivoire",SWE,CIV,49
2024,Switzerland,"Cote d'Ivoire",CHE,CIV,239
2024,"Syrian Arab Rep.","Cote d'Ivoire",SYR,CIV,5
2024,Thailand,"Cote d'Ivoire",THA,CIV,17
2024,Togo,"Cote d'Ivoire",TGO,CIV,36
2024,Tunisia,"Cote d'Ivoire",TUN,CIV,28
2024,Ukraine,"Cote d'Ivoire",UKR,CIV,0
2024,"United States of America","Cote d'Ivoire",USA,CIV,728
2024,Zimbabwe,"Cote d'Ivoire",ZWE,CIV,11
2020,Algeria,"Cote d'Ivoire",DZA,CIV,79
2020,Angola,"Cote d'Ivoire",AGO,CIV,417
2020,Egypt,"Cote d'Ivoire",EGY,CIV,93
2020,Argentina,"Cote d'Ivoire",ARG,CIV,20
2020,Armenia,"Cote d'Ivoire",ARM,CIV,6
2020,Austria,"Cote d'Ivoire",AUT,CIV,68
2020,Belgium,"Cote d'Ivoire",BEL,CIV,208
2020,Benin,"Cote d'Ivoire",BEN,CIV,167
2020,"Burkina Faso","Cote d'Ivoire",BFA,CIV,5
2020,"Bolivia (Plurinational State of)","Cote d'Ivoire",BOL,CIV,5
2020,Brazil,"Cote d'Ivoire",BRA,CIV,55
2020,Bulgaria,"Cote d'Ivoire",BGR,CIV,5
2020,Canada,"Cote d'Ivoire",CAN,CIV,158
2020,"Central African Rep.","Cote d'Ivoire",CAF,CIV,6
2020,Chad,"Cote d'Ivoire",TCD,CIV,5
2020,China,"Cote d'Ivoire",CHN,CIV,0
2020,Cameroon,"Cote d'Ivoire",CMR,CIV,73
2020,Congo,"Cote d'Ivoire",COG,CIV,5
2020,"Dem. Rep. of the Congo","Cote d'Ivoire",COD,CIV,7
2020,"Costa Rica","Cote d'Ivoire",CRI,CIV,0
2020,Cyprus,"Cote d'Ivoire",CYP,CIV,5
2020,Denmark,"Cote d'Ivoire",DNK,CIV,14
2020,Ecuador,"Cote d'Ivoire",ECU,CIV,0
2020,Ethiopia,"Cote d'Ivoire",ETH,CIV,5
2020,Finland,"Cote d'Ivoire",FIN,CIV,9
2020,France,"Cote d'Ivoire",FRA,CIV,7023
2020,Gambia,"Cote d'Ivoire",GMB,CIV,149
2020,"United Kingdom of Great Britain and Northern Ireland","Cote d'Ivoire",GBR,CIV,230
2020,Germany,"Cote d'Ivoire",DEU,CIV,658
2020,Ghana,"Cote d'Ivoire",GHA,CIV,6417
2020,Guinea-Bissau,"Cote d'Ivoire",GNB,CIV,6
2020,Greece,"Cote d'Ivoire",GRC,CIV,91
2020,Guinea,"Cote d'Ivoire",GIN,CIV,4201
2020,Hungary,"Cote d'Ivoire",HUN,CIV,15
2020,Iceland,"Cote d'Ivoire",ISL,CIV,5
2020,"Cote d'Ivoire","Cote d'Ivoire",CIV,CIV,0
2020,India,"Cote d'Ivoire",IND,CIV,5
2020,Indonesia,"Cote d'Ivoire",IDN,CIV,0
2020,Ireland,"Cote d'Ivoire",IRL,CIV,15
2020,Israel,"Cote d'Ivoire",ISR,CIV,7
2020,Italy,"Cote d'Ivoire",ITA,CIV,4116
2020,Kenya,"Cote d'Ivoire",KEN,CIV,5
2020,"Rep. of Korea","Cote d'Ivoire",KOR,CIV,38
2020,Liberia,"Cote d'Ivoire",LBR,CIV,8112
2020,Libya,"Cote d'Ivoire",LBY,CIV,0
2020,Lebanon,"Cote d'Ivoire",LBN,CIV,0
2020,Luxembourg,"Cote d'Ivoire",LUX,CIV,5
2020,Mauritania,"Cote d'Ivoire",MRT,CIV,278
2020,Mexico,"Cote d'Ivoire",MEX,CIV,5
2020,Mali,"Cote d'Ivoire",MLI,CIV,520
2020,Malaysia,"Cote d'Ivoire",MYS,CIV,5
2020,Malawi,"Cote d'Ivoire",MWI,CIV,5
2020,Morocco,"Cote d'Ivoire",MAR,CIV,359
2020,Malta,"Cote d'Ivoire",MLT,CIV,12
2020,"Netherlands (Kingdom of the)","Cote d'Ivoire",NLD,CIV,168
2020,Niger,"Cote d'Ivoire",NER,CIV,40
2020,Nigeria,"Cote d'Ivoire",NGA,CIV,136
2020,Norway,"Cote d'Ivoire",NOR,CIV,13
2020,Panama,"Cote d'Ivoire",PAN,CIV,0
2020,Philippines,"Cote d'Ivoire",PHL,CIV,28
2020,Portugal,"Cote d'Ivoire",PRT,CIV,32
2020,"South Africa","Cote d'Ivoire",ZAF,CIV,27
2020,"Russian Federation","Cote d'Ivoire",RUS,CIV,5
2020,Senegal,"Cote d'Ivoire",SEN,CIV,25
2020,"Sierra Leone","Cote d'Ivoire",SLE,CIV,10
2020,Spain,"Cote d'Ivoire",ESP,CIV,357
2020,Eswatini,"Cote d'Ivoire",SWZ,CIV,0
2020,Sweden,"Cote d'Ivoire",SWE,CIV,45
2020,Switzerland,"Cote d'Ivoire",CHE,CIV,194
2020,Thailand,"Cote d'Ivoire",THA,CIV,18
2020,Togo,"Cote d'Ivoire",TGO,CIV,1589
2020,Tunisia,"Cote d'Ivoire",TUN,CIV,33
2020,Ukraine,"Cote d'Ivoire",UKR,CIV,0
2020,"United States of America","Cote d'Ivoire",USA,CIV,1096
2020,Zimbabwe,"Cote d'Ivoire",ZWE,CIV,12
2023,Algeria,"Cote d'Ivoire",DZA,CIV,21
2023,Angola,"Cote d'Ivoire",AGO,CIV,417
2023,Argentina,"Cote d'Ivoire",ARG,CIV,19
2023,Armenia,"Cote d'Ivoire",ARM,CIV,6
2023,Austria,"Cote d'Ivoire",AUT,CIV,35
2023,Belgium,"Cote d'Ivoire",BEL,CIV,261
2023,Benin,"Cote d'Ivoire",BEN,CIV,0
2023,"Burkina Faso","Cote d'Ivoire",BFA,CIV,5
2023,"Bolivia (Plurinational State of)","Cote d'Ivoire",BOL,CIV,5
2023,Brazil,"Cote d'Ivoire",BRA,CIV,53
2023,"Bosnia and Herzegovina","Cote d'Ivoire",BIH,CIV,0
2023,Bulgaria,"Cote d'Ivoire",BGR,CIV,6
2023,Canada,"Cote d'Ivoire",CAN,CIV,224
2023,"Central African Rep.","Cote d'Ivoire",CAF,CIV,8
2023,Chad,"Cote d'Ivoire",TCD,CIV,5
2023,China,"Cote d'Ivoire",CHN,CIV,0
2023,Cameroon,"Cote d'Ivoire",CMR,CIV,32
2023,Congo,"Cote d'Ivoire",COG,CIV,5
2023,"Dem. Rep. of the Congo","Cote d'Ivoire",COD,CIV,12
2023,"Costa Rica","Cote d'Ivoire",CRI,CIV,0
2023,Cyprus,"Cote d'Ivoire",CYP,CIV,7
2023,Denmark,"Cote d'Ivoire",DNK,CIV,5
2023,Ecuador,"Cote d'Ivoire",ECU,CIV,5
2023,Ethiopia,"Cote d'Ivoire",ETH,CIV,5
2023,Finland,"Cote d'Ivoire",FIN,CIV,8
2023,France,"Cote d'Ivoire",FRA,CIV,16425
2023,"United Kingdom of Great Britain and Northern Ireland","Cote d'Ivoire",GBR,CIV,171
2023,Germany,"Cote d'Ivoire",DEU,CIV,879
2023,Ghana,"Cote d'Ivoire",GHA,CIV,678
2023,Guinea-Bissau,"Cote d'Ivoire",GNB,CIV,6
2023,Greece,"Cote d'Ivoire",GRC,CIV,106
2023,Guinea,"Cote d'Ivoire",GIN,CIV,22
2023,Croatia,"Cote d'Ivoire",HRV,CIV,10
2023,Hungary,"Cote d'Ivoire",HUN,CIV,15
2023,Iceland,"Cote d'Ivoire",ISL,CIV,5
2023,India,"Cote d'Ivoire",IND,CIV,5
2023,Indonesia,"Cote d'Ivoire",IDN,CIV,0
2023,Ireland,"Cote d'Ivoire",IRL,CIV,20
2023,Israel,"Cote d'Ivoire",ISR,CIV,7
2023,Italy,"Cote d'Ivoire",ITA,CIV,3265
2023,Kenya,"Cote d'Ivoire",KEN,CIV,0
2023,"Rep. of Korea","Cote d'Ivoire",KOR,CIV,39
2023,Liberia,"Cote d'Ivoire",LBR,CIV,970
2023,Luxembourg,"Cote d'Ivoire",LUX,CIV,17
2023,Mauritania,"Cote d'Ivoire",MRT,CIV,32
2023,Mexico,"Cote d'Ivoire",MEX,CIV,5
2023,Malaysia,"Cote d'Ivoire",MYS,CIV,5
2023,Morocco,"Cote d'Ivoire",MAR,CIV,281
2023,Malta,"Cote d'Ivoire",MLT,CIV,13
2023,"Netherlands (Kingdom of the)","Cote d'Ivoire",NLD,CIV,83
2023,Niger,"Cote d'Ivoire",NER,CIV,0
2023,Nigeria,"Cote d'Ivoire",NGA,CIV,60
2023,Panama,"Cote d'Ivoire",PAN,CIV,0
2023,Peru,"Cote d'Ivoire",PER,CIV,0
2023,Philippines,"Cote d'Ivoire",PHL,CIV,34
2023,Portugal,"Cote d'Ivoire",PRT,CIV,54
2023,"South Africa","Cote d'Ivoire",ZAF,CIV,26
2023,Senegal,"Cote d'Ivoire",SEN,CIV,5
2023,"Sierra Leone","Cote d'Ivoire",SLE,CIV,0
2023,Spain,"Cote d'Ivoire",ESP,CIV,536
2023,Sweden,"Cote d'Ivoire",SWE,CIV,22
2023,Switzerland,"Cote d'Ivoire",CHE,CIV,194
2023,"Syrian Arab Rep.","Cote d'Ivoire",SYR,CIV,5
2023,Thailand,"Cote d'Ivoire",THA,CIV,17
2023,Togo,"Cote d'Ivoire",TGO,CIV,24
2023,Tunisia,"Cote d'Ivoire",TUN,CIV,49
2023,Ukraine,"Cote d'Ivoire",UKR,CIV,0
2023,"United States of America","Cote d'Ivoire",USA,CIV,754
2023,Zimbabwe,"Cote d'Ivoire",ZWE,CIV,11
2023,Algeria,India,DZA,IND,0
2023,Egypt,India,EGY,IND,0
2023,Argentina,India,ARG,IND,23
2023,Australia,India,AUS,IND,99
2023,Austria,India,AUT,IND,35
2023,Belgium,India,BEL,IND,18
2023,Brazil,India,BRA,IND,20
2023,"Bosnia and Herzegovina",India,BIH,IND,0
2023,Bulgaria,India,BGR,IND,0
2023,Canada,India,CAN,IND,7884
2023,"Costa Rica",India,CRI,IND,0
2023,Cyprus,India,CYP,IND,10
2023,Czechia,India,CZE,IND,5
2023,Denmark,India,DNK,IND,8
2023,Ecuador,India,ECU,IND,5
2023,Estonia,India,EST,IND,0
2023,Finland,India,FIN,IND,36
2023,France,India,FRA,IND,357
2023,"United Kingdom of Great Britain and Northern Ireland",India,GBR,IND,643
2023,Georgia,India,GEO,IND,0
2023,Germany,India,DEU,IND,732
2023,Greece,India,GRC,IND,62
2023,"China, Hong Kong SAR",India,HKG,IND,5
2023,Croatia,India,HRV,IND,0
2023,Hungary,India,HUN,IND,5
2023,Ireland,India,IRL,IND,41
2023,Iraq,India,IRQ,IND,0
2023,Israel,India,ISR,IND,0
2023,Italy,India,ITA,IND,198
2023,Jordan,India,JOR,IND,6
2023,Kenya,India,KEN,IND,0
2023,"Rep. of Korea",India,KOR,IND,0
2023,Lebanon,India,LBN,IND,0
2023,Lithuania,India,LTU,IND,5
2023,Luxembourg,India,LUX,IND,5
2023,Latvia,India,LVA,IND,5
2023,"North Macedonia",India,MKD,IND,0
2023,"Rep. of Moldova",India,MDA,IND,0
2023,Mexico,India,MEX,IND,5
2023,Malaysia,India,MYS,IND,0
2023,Nepal,India,NPL,IND,0
2023,"Netherlands (Kingdom of the)",India,NLD,IND,7
2023,Norway,India,NOR,IND,7
2023,"New Zealand",India,NZL,IND,55
2023,Pakistan,India,PAK,IND,0
2023,Panama,India,PAN,IND,0
2023,Peru,India,PER,IND,6
2023,Poland,India,POL,IND,38
2023,Portugal,India,PRT,IND,798
2023,Romania,India,ROU,IND,21
2023,"South Africa",India,ZAF,IND,0
2023,Spain,India,ESP,IND,100
2023,Slovakia,India,SVK,IND,12
2023,Sweden,India,SWE,IND,14
2023,Switzerland,India,CHE,IND,26
2023,"Trinidad and Tobago",India,TTO,IND,0
2023,Ukraine,India,UKR,IND,8
2023,Uruguay,India,URY,IND,0
2023,"United States of America",India,USA,IND,14015
2023,Yemen,India,YEM,IND,0
2023,Zambia,India,ZMB,IND,0
2022,Algeria,India,DZA,IND,0
2022,Egypt,India,EGY,IND,0
2022,Argentina,India,ARG,IND,23
2022,Armenia,India,ARM,IND,0
2022,Australia,India,AUS,IND,459
2022,Austria,India,AUT,IND,38
2022,Belgium,India,BEL,IND,18
2022,Brazil,India,BRA,IND,20
2022,"Bosnia and Herzegovina",India,BIH,IND,0
2022,Bulgaria,India,BGR,IND,5
2022,Canada,India,CAN,IND,5180
2022,Colombia,India,COL,IND,0
2022,"Costa Rica",India,CRI,IND,0
2022,Cyprus,India,CYP,IND,10
2022,Czechia,India,CZE,IND,5
2022,Denmark,India,DNK,IND,0
2022,Ecuador,India,ECU,IND,5
2022,Finland,India,FIN,IND,7
2022,France,India,FRA,IND,329
2022,"United Kingdom of Great Britain and Northern Ireland",India,GBR,IND,517
2022,Georgia,India,GEO,IND,0
2022,Germany,India,DEU,IND,652
2022,Greece,India,GRC,IND,56
2022,Croatia,India,HRV,IND,0
2022,Hungary,India,HUN,IND,6
2022,Ireland,India,IRL,IND,21
2022,Israel,India,ISR,IND,0
2022,Italy,India,ITA,IND,256
2022,Jordan,India,JOR,IND,5
2022,Kenya,India,KEN,IND,0
2022,"Rep. of Korea",India,KOR,IND,0
2022,Lebanon,India,LBN,IND,0
2022,"Sri Lanka",India,LKA,IND,0
2022,Lithuania,India,LTU,IND,5
2022,Luxembourg,India,LUX,IND,5
2022,Latvia,India,LVA,IND,0
2022,"Rep. of Moldova",India,MDA,IND,41
2022,Mexico,India,MEX,IND,14
2022,Malaysia,India,MYS,IND,5
2022,Montenegro,India,MNE,IND,0
2022,Nepal,India,NPL,IND,0
2022,"Netherlands (Kingdom of the)",India,NLD,IND,291
2022,Norway,India,NOR,IND,5
2022,"New Zealand",India,NZL,IND,33
2022,Pakistan,India,PAK,IND,0
2022,Panama,India,PAN,IND,0
2022,Peru,India,PER,IND,6
2022,Poland,India,POL,IND,66
2022,Portugal,India,PRT,IND,899
2022,Romania,India,ROU,IND,19
2022,"South Africa",India,ZAF,IND,0
2022,Spain,India,ESP,IND,90
2022,"Serbia and Kosovo: S/RES/1244 (1999)",India,SRB,IND,0
2022,Sudan,India,SDN,IND,0
2022,Slovakia,India,SVK,IND,12
2022,Slovenia,India,SVN,IND,0
2022,Sweden,India,SWE,IND,23
2022,Switzerland,India,CHE,IND,48
2022,"Trinidad and Tobago",India,TTO,IND,0
2022,Ukraine,India,UKR,IND,8
2022,Uruguay,India,URY,IND,0
2022,"United States of America",India,USA,IND,11646
2022,Yemen,India,YEM,IND,0
2022,Zambia,India,ZMB,IND,0
2021,Argentina,India,ARG,IND,23
2021,Australia,India,AUS,IND,475
2021,Austria,India,AUT,IND,37
2021,Belgium,India,BEL,IND,14
2021,Brazil,India,BRA,IND,15
2021,"Bosnia and Herzegovina",India,BIH,IND,0
2021,Bulgaria,India,BGR,IND,5
2021,Canada,India,CAN,IND,2638
2021,"Costa Rica",India,CRI,IND,0
2021,Cyprus,India,CYP,IND,10
2021,Czechia,India,CZE,IND,0
2021,Denmark,India,DNK,IND,5
2021,Ecuador,India,ECU,IND,5
2021,Finland,India,FIN,IND,5
2021,France,India,FRA,IND,319
2021,"United Kingdom of Great Britain and Northern Ireland",India,GBR,IND,508
2021,Georgia,India,GEO,IND,0
2021,Germany,India,DEU,IND,414
2021,Greece,India,GRC,IND,40
2021,Ireland,India,IRL,IND,16
2021,Israel,India,ISR,IND,0
2021,Italy,India,ITA,IND,252
2021,Jordan,India,JOR,IND,0
2021,Kenya,India,KEN,IND,0
2021,"Rep. of Korea",India,KOR,IND,0
2021,Lebanon,India,LBN,IND,0
2021,Mexico,India,MEX,IND,14
2021,Malaysia,India,MYS,IND,5
2021,Morocco,India,MAR,IND,0
2021,Malta,India,MLT,IND,0
2021,Nepal,India,NPL,IND,0
2021,"Netherlands (Kingdom of the)",India,NLD,IND,6
2021,Nauru,India,NRU,IND,7
2021,"New Zealand",India,NZL,IND,14
2021,Pakistan,India,PAK,IND,0
2021,Panama,India,PAN,IND,0
2021,Peru,India,PER,IND,6
2021,"Papua New Guinea",India,PNG,IND,0
2021,Poland,India,POL,IND,0
2021,Portugal,India,PRT,IND,0
2021,Romania,India,ROU,IND,5
2021,"South Africa",India,ZAF,IND,5
2021,Spain,India,ESP,IND,12
2021,Sudan,India,SDN,IND,0
2021,Slovenia,India,SVN,IND,0
2021,Sweden,India,SWE,IND,20
2021,Switzerland,India,CHE,IND,33
2021,"Trinidad and Tobago",India,TTO,IND,0
2021,Ukraine,India,UKR,IND,7
2021,Uruguay,India,URY,IND,0
2021,"United States of America",India,USA,IND,9315
2021,Zambia,India,ZMB,IND,0
2020,Argentina,India,ARG,IND,23
2020,Armenia,India,ARM,IND,0
2020,Australia,India,AUS,IND,474
2020,Austria,India,AUT,IND,40
2020,Belgium,India,BEL,IND,14
2020,Brazil,India,BRA,IND,9
2020,"Bosnia and Herzegovina",India,BIH,IND,0
2020,Bulgaria,India,BGR,IND,5
2020,Canada,India,CAN,IND,1598
2020,"Costa Rica",India,CRI,IND,0
2020,Cyprus,India,CYP,IND,9
2020,Denmark,India,DNK,IND,5
2020,Ecuador,India,ECU,IND,5
2020,Finland,India,FIN,IND,5
2020,France,India,FRA,IND,242
2020,"United Kingdom of Great Britain and Northern Ireland",India,GBR,IND,496
2020,Georgia,India,GEO,IND,0
2020,Germany,India,DEU,IND,415
2020,Greece,India,GRC,IND,36
2020,Ireland,India,IRL,IND,14
2020,Israel,India,ISR,IND,0
2020,Italy,India,ITA,IND,209
2020,Jordan,India,JOR,IND,0
2020,Kenya,India,KEN,IND,0
2020,"Rep. of Korea",India,KOR,IND,0
2020,Lebanon,India,LBN,IND,0
2020,Mexico,India,MEX,IND,13
2020,Malaysia,India,MYS,IND,5
2020,Morocco,India,MAR,IND,0
2020,Malta,India,MLT,IND,0
2020,Nepal,India,NPL,IND,0
2020,"Netherlands (Kingdom of the)",India,NLD,IND,6
2020,Nauru,India,NRU,IND,9
2020,"New Zealand",India,NZL,IND,12
2020,Pakistan,India,PAK,IND,0
2020,Panama,India,PAN,IND,0
2020,Peru,India,PER,IND,6
2020,"Papua New Guinea",India,PNG,IND,0
2020,Poland,India,POL,IND,0
2020,Romania,India,ROU,IND,0
2020,"South Africa",India,ZAF,IND,5
2020,Spain,India,ESP,IND,6
2020,Sweden,India,SWE,IND,19
2020,Switzerland,India,CHE,IND,34
2020,"Trinidad and Tobago",India,TTO,IND,0
2020,Ukraine,India,UKR,IND,7
2020,"United States of America",India,USA,IND,8677
2024,Afghanistan,India,AFG,IND,0
2024,Algeria,India,DZA,IND,0
2024,Egypt,India,EGY,IND,0
2024,Argentina,India,ARG,IND,25
2024,Australia,India,AUS,IND,122
2024,Austria,India,AUT,IND,44
2024,Belgium,India,BEL,IND,17
2024,Brazil,India,BRA,IND,26
2024,"Bosnia and Herzegovina",India,BIH,IND,0
2024,Bulgaria,India,BGR,IND,5
2024,Canada,India,CAN,IND,20386
2024,Colombia,India,COL,IND,0
2024,"Costa Rica",India,CRI,IND,5
2024,Cyprus,India,CYP,IND,12
2024,Denmark,India,DNK,IND,45
2024,Ecuador,India,ECU,IND,0
2024,Fiji,India,FJI,IND,0
2024,Finland,India,FIN,IND,37
2024,France,India,FRA,IND,398
2024,"United Kingdom of Great Britain and Northern Ireland",India,GBR,IND,657
2024,Georgia,India,GEO,IND,0
2024,Germany,India,DEU,IND,874
2024,Greece,India,GRC,IND,36
2024,"China, Hong Kong SAR",India,HKG,IND,5
2024,Croatia,India,HRV,IND,0
2024,Hungary,India,HUN,IND,6
2024,Ireland,India,IRL,IND,45
2024,Israel,India,ISR,IND,0
2024,Italy,India,ITA,IND,271
2024,Jordan,India,JOR,IND,6
2024,Kenya,India,KEN,IND,0
2024,"Rep. of Korea",India,KOR,IND,0
2024,Lebanon,India,LBN,IND,0
2024,Lithuania,India,LTU,IND,5
2024,Luxembourg,India,LUX,IND,0
2024,Latvia,India,LVA,IND,5
2024,"Rep. of Moldova",India,MDA,IND,0
2024,Mexico,India,MEX,IND,5
2024,Malaysia,India,MYS,IND,5
2024,Nepal,India,NPL,IND,0
2024,"Netherlands (Kingdom of the)",India,NLD,IND,32
2024,Norway,India,NOR,IND,14
2024,Nauru,India,NRU,IND,0
2024,"New Zealand",India,NZL,IND,72
2024,Pakistan,India,PAK,IND,0
2024,Peru,India,PER,IND,6
2024,Poland,India,POL,IND,70
2024,Portugal,India,PRT,IND,785
2024,Romania,India,ROU,IND,21
2024,"South Africa",India,ZAF,IND,5
2024,Spain,India,ESP,IND,107
2024,Slovakia,India,SVK,IND,12
2024,Sweden,India,SWE,IND,29
2024,Switzerland,India,CHE,IND,39
2024,Thailand,India,THA,IND,0
2024,"Trinidad and Tobago",India,TTO,IND,0
2024,Ukraine,India,UKR,IND,7
2024,Uruguay,India,URY,IND,0
2024,"United States of America",India,USA,IND,15062
2024,Yemen,India,YEM,IND,0
2024,Zambia,India,ZMB,IND,0
2024,Australia,Indonesia,AUS,IDN,130
2024,Brazil,Indonesia,BRA,IDN,0
2024,Canada,Indonesia,CAN,IDN,122
2024,Denmark,Indonesia,DNK,IDN,90
2024,France,Indonesia,FRA,IDN,21
2024,"United Kingdom of Great Britain and Northern Ireland",Indonesia,GBR,IDN,127
2024,Germany,Indonesia,DEU,IDN,14
2024,Greece,Indonesia,GRC,IDN,0
2024,"China, Hong Kong SAR",Indonesia,HKG,IDN,17
2024,Indonesia,Indonesia,IDN,IDN,0
2024,Ireland,Indonesia,IRL,IDN,6
2024,Italy,Indonesia,ITA,IDN,0
2024,Japan,Indonesia,JPN,IDN,5
2024,"Rep. of Korea",Indonesia,KOR,IDN,0
2024,Malaysia,Indonesia,MYS,IDN,0
2024,"Netherlands (Kingdom of the)",Indonesia,NLD,IDN,29
2024,Norway,Indonesia,NOR,IDN,10
2024,"New Zealand",Indonesia,NZL,IDN,15
2024,Peru,Indonesia,PER,IDN,0
2024,"Papua New Guinea",Indonesia,PNG,IDN,7700
2024,Spain,Indonesia,ESP,IDN,6
2024,Sweden,Indonesia,SWE,IDN,8
2024,Switzerland,Indonesia,CHE,IDN,0
2024,"United States of America",Indonesia,USA,IDN,872
2022,Australia,Indonesia,AUS,IDN,240
2022,Brazil,Indonesia,BRA,IDN,0
2022,Canada,Indonesia,CAN,IDN,53
2022,"Costa Rica",Indonesia,CRI,IDN,5
2022,Finland,Indonesia,FIN,IDN,5
2022,France,Indonesia,FRA,IDN,10
2022,"United Kingdom of Great Britain and Northern Ireland",Indonesia,GBR,IDN,49
2022,Germany,Indonesia,DEU,IDN,15
2022,Greece,Indonesia,GRC,IDN,14
2022,"China, Hong Kong SAR",Indonesia,HKG,IDN,13
2022,Indonesia,Indonesia,IDN,IDN,0
